dd,mm,yy,hh,Rainfall (mm),Wind Dir. (Deg.),Av wind Speed m/s,Global Rad(W/Sq.M.),Air Temperature,Relative Humidity(%)
14,9,2018,16:00:00,0,313.98,3.621,300.7,17.85,30.5
14,9,2018,17:00:00,0,296.49,1.91,83.6,16.91,33.8
14,9,2018,18:00:00,0,222.85,0.634,-1.4,14.19,39.6
14,9,2018,19:00:00,0,161.42,1.122,-1.4,12.01,45.1
14,9,2018,20:00:00,0,150.29,1.082,-1.1,10.59,47.5
14,9,2018,21:00:00,0,152.64,0.852,-1,10.71,44.9
14,9,2018,22:00:00,0,152.42,1.352,-0.8,9.16,49.7
14,9,2018,23:00:00,0,142.81,1.247,-0.7,8.89,48.8
15,9,2018,00:00:00,0,164.9,0.806,-0.7,9.21,45.5
15,9,2018,01:00:00,0,152.05,1.134,-0.6,8.52,45.5
15,9,2018,02:00:00,0,310.89,1.51,-1.3,10.92,35.2
15,9,2018,03:00:00,0,284.52,3.228,-1.7,12.45,30.9
15,9,2018,04:00:00,0,290.02,3.29,-1.7,12.37,28.6
15,9,2018,05:00:00,0,291.46,2.842,-1.7,12.41,27.5
15,9,2018,06:00:00,0,291.86,2.04,46,12.51,27.2
15,9,2018,07:00:00,0,314.77,3.037,236.7,14.74,28.4
15,9,2018,08:00:00,0,312.94,4.158,427.9,16.8,27.1
15,9,2018,09:00:00,0,321.19,5.316,537.5,17.31,28.5
15,9,2018,10:00:00,0,307.71,4.22,500.1,17.27,31.8
15,9,2018,11:00:00,0,322.48,6.193,785.8,18.55,32
15,9,2018,12:00:00,0,311.43,6.637,797.5,19.66,29.6
15,9,2018,13:00:00,0,297.66,7.132,172.4,19.86,24
15,9,2018,14:00:00,0,281.77,5.969,225,19.42,24.1
15,9,2018,15:00:00,0,239.53,4.361,138.3,16.45,29.1
15,9,2018,16:00:00,0,237.38,3.853,59.8,14,41.4
15,9,2018,17:00:00,0,230.68,4.533,16.3,12.39,51.9
15,9,2018,18:00:00,0,234.13,4.02,-1,10.01,60.6
15,9,2018,19:00:00,0,228.45,4.969,-1.3,8.96,49.1
15,9,2018,20:00:00,0,222.93,4.03,-1,7.97,40.1
15,9,2018,21:00:00,0,224.09,2.899,-0.8,7.03,42.9
15,9,2018,22:00:00,0,233.46,3.376,-0.6,6.05,47.2
15,9,2018,23:00:00,0,226.24,3.612,-0.4,4.99,53.8
16,9,2018,00:00:00,0,221.93,3.228,-0.2,3.75,61.3
16,9,2018,01:00:00,0,224.51,3.052,-0.1,2.36,64.3
16,9,2018,02:00:00,0,208.02,3.237,-0.2,1.5,67.3
16,9,2018,03:00:00,0,201.95,2.624,-0.3,0.88,75.8
16,9,2018,04:00:00,0,200.97,1.479,-0.3,0.6,79.1
16,9,2018,05:00:00,0,161.6,1.631,-0.5,0.03,80.7
16,9,2018,06:00:00,0,183.07,1.067,30,0.01,80.1
16,9,2018,07:00:00,0,194.71,1.054,235.2,0.87,74.8
16,9,2018,08:00:00,0,186.25,1.45,458.5,2.12,67.8
16,9,2018,09:00:00,0,172.07,2.031,662.3,3.78,54.7
16,9,2018,10:00:00,0,185.89,2.513,798.7,5.3,48.4
16,9,2018,11:00:00,0,187.55,2.33,870.4,5.96,47.5
16,9,2018,12:00:00,0,218.2,1.75,882.4,7.23,43.5
16,9,2018,13:00:00,0,222.08,3.189,824,7.54,41.7
16,9,2018,14:00:00,0,239.42,1.859,703.5,8.26,38.4
16,9,2018,15:00:00,0,151.75,1.448,527.2,8.61,37.8
16,9,2018,16:00:00,0,179.66,1.838,309.7,8.07,37.4
16,9,2018,17:00:00,0,228.1,1.328,95.1,6.99,38.8
16,9,2018,18:00:00,0,163.72,0.614,0.5,4.17,49
16,9,2018,19:00:00,0,170.4,0.735,-0.3,2.57,56.6
16,9,2018,20:00:00,0,165.7,1.085,-0.1,3.23,56.6
16,9,2018,21:00:00,0,158.46,0.979,-0.1,2.97,57.8
16,9,2018,22:00:00,0,109.66,0.696,-0.6,1.56,64.8
16,9,2018,23:00:00,0,113.02,0.578,-0.8,0.78,68.5
17,9,2018,00:00:00,0,112.56,1.018,-0.8,0.61,69.4
17,9,2018,01:00:00,0,187.35,1.347,-0.8,-0.36,73.6
17,9,2018,02:00:00,0,179.52,1.359,-0.8,0,71.9
17,9,2018,03:00:00,0,158.92,1.098,-0.9,-0.13,72.5
17,9,2018,04:00:00,0,154.77,1.379,-0.9,-0.71,75.6
17,9,2018,05:00:00,0,157.96,1.299,-0.8,-0.16,75
17,9,2018,06:00:00,0,151.76,1.137,50.9,0.5,75.7
17,9,2018,07:00:00,0,105.59,0.941,248.2,3.87,67.1
17,9,2018,08:00:00,0,111.96,1.506,468.8,6.92,62.7
17,9,2018,09:00:00,0,90.44,1.35,659.1,8.63,56.1
17,9,2018,10:00:00,0,167.88,1.894,797.5,9.71,46
17,9,2018,11:00:00,0,267.44,2.207,869.5,10.5,43.5
17,9,2018,12:00:00,0,279.4,2.442,879.4,11.56,41.5
17,9,2018,13:00:00,0,299.16,3.307,821.5,12.13,40.7
17,9,2018,14:00:00,0,254.58,3.439,699.7,12.55,39.6
17,9,2018,15:00:00,0,301.5,3.493,523.3,12.85,38.4
17,9,2018,16:00:00,0,296.36,3.092,308,12.6,37.4
17,9,2018,17:00:00,0,298.81,2.412,88.2,11.61,38.2
17,9,2018,18:00:00,0,270.19,0.912,-0.2,8.9,45.1
17,9,2018,19:00:00,0,251.11,0.667,-0.7,7.6,48.2
17,9,2018,20:00:00,0,208.88,0.564,-0.6,7.49,46.8
17,9,2018,21:00:00,0,180.27,0.537,-0.3,6.82,47.8
17,9,2018,22:00:00,0,193.33,0.561,-0.3,6.4,50.3
17,9,2018,23:00:00,0,173.96,0.703,-0.1,5.82,53.2
18,9,2018,00:00:00,0,220.43,0.625,-0.3,5.89,53.5
18,9,2018,01:00:00,0,267.41,0.942,-0.3,5.7,55
18,9,2018,02:00:00,0,302.65,0.804,-0.3,5.72,54.3
18,9,2018,03:00:00,0,310.34,0.94,-0.2,5.23,56.5
18,9,2018,04:00:00,0,259.48,0.582,-0.2,5.12,55.6
18,9,2018,05:00:00,0,242.39,0.46,0,4.63,56.7
18,9,2018,06:00:00,0,317.19,0.87,47.4,5.33,54.7
18,9,2018,07:00:00,0,322.8,2.58,255.5,8.52,50.7
18,9,2018,08:00:00,0,320.19,5.218,477,10.83,44.6
18,9,2018,09:00:00,0,304.14,6.135,663,11.71,51.4
18,9,2018,10:00:00,0,311.86,5.28,799.2,12.87,52.6
18,9,2018,11:00:00,0,301.78,5.368,872.3,13.94,51.5
18,9,2018,12:00:00,0,302.69,6.872,883.9,15.32,42.1
18,9,2018,13:00:00,0,307.78,5.6,824.7,16.28,43.4
18,9,2018,14:00:00,0,313.83,5.674,700.5,16.85,39.6
18,9,2018,15:00:00,0,312.45,6.131,520,16.94,39.6
18,9,2018,16:00:00,0,321.87,5.261,299.3,16.68,39
18,9,2018,17:00:00,0,317.97,4.287,81.5,15.85,40.9
18,9,2018,18:00:00,0,270.21,1.409,-1.1,13.67,46.3
18,9,2018,19:00:00,0,137.66,0.349,-1.4,11.63,52.4
18,9,2018,20:00:00,0,163.53,0.629,-1.1,10.1,57.5
18,9,2018,21:00:00,0,142.31,1.16,-0.7,8.79,61.6
18,9,2018,22:00:00,0,163.03,0.79,-0.7,8.67,60.1
18,9,2018,23:00:00,0,297.35,0.975,-1,9.6,53.6
19,9,2018,00:00:00,0,301.67,1.676,-1.4,10.82,46.7
19,9,2018,01:00:00,0,301.83,2.915,-1.6,11.63,41.7
19,9,2018,02:00:00,0,288.93,2.998,-1.7,11.8,40.7
19,9,2018,03:00:00,0,282.14,2.578,-1.6,11.72,38.7
19,9,2018,04:00:00,0,290.7,1.716,-1.7,11.55,40.2
19,9,2018,05:00:00,0,282.76,1.518,-1.6,11.17,41.2
19,9,2018,06:00:00,0,274.36,2.391,4,11.26,42.2
19,9,2018,07:00:00,0,218.78,1.555,29.1,11.04,43.6
19,9,2018,08:00:00,0,295.21,1.962,132,11.11,45.2
19,9,2018,09:00:00,0,285.14,4.013,705.2,12.65,38.3
19,9,2018,10:00:00,0,270.74,2.55,809.2,13.52,35
19,9,2018,11:00:00,0,254.58,3.055,884.8,14.01,40.3
19,9,2018,12:00:00,0,260.27,4.117,886,14.09,46
19,9,2018,13:00:00,0,241.33,4.06,796.2,14.13,46.3
19,9,2018,14:00:00,0,263.37,5.129,709.7,14.02,38.9
19,9,2018,15:00:00,0,231.15,3.535,535,13.58,39.2
19,9,2018,16:00:00,0,241.27,3.88,318.1,12.84,38
19,9,2018,17:00:00,0,232,3.087,98.1,11.19,36.6
19,9,2018,18:00:00,0,225.07,1.754,0,8.69,35.7
19,9,2018,19:00:00,0,231.12,1.682,-0.7,7.17,37.6
19,9,2018,20:00:00,0,189.13,1.217,-0.5,6.35,39.5
19,9,2018,21:00:00,0,157.4,0.916,-0.3,5.51,44
19,9,2018,22:00:00,0,225.18,1.311,-0.3,5.07,46.9
19,9,2018,23:00:00,0,217.33,0.786,-0.2,4.47,51.1
20,9,2018,00:00:00,0,137.79,0.666,-0.2,3.46,56
20,9,2018,01:00:00,0,174.18,0.444,-0.3,2.37,60.8
20,9,2018,02:00:00,0,135.35,0.684,-0.7,1.64,65.4
20,9,2018,03:00:00,0,183.93,0.649,-0.7,1.16,69.1
20,9,2018,04:00:00,0,88.42,0.496,-0.8,0.7,73.4
20,9,2018,05:00:00,0,174.63,0.724,-0.4,1.87,69.7
20,9,2018,06:00:00,0,117.38,0.827,67.7,2.74,66.4
20,9,2018,07:00:00,0,146.08,1.434,272.7,5.23,60.8
20,9,2018,08:00:00,0,191.13,1.591,497.5,7.49,53.4
20,9,2018,09:00:00,0,164.8,1.306,687.9,8.94,46.8
20,9,2018,10:00:00,0,199.18,2.257,805,9.88,42.6
20,9,2018,11:00:00,0,181.47,2.293,936.3,10.28,39.5
20,9,2018,12:00:00,0,197.87,1.982,910.1,10.58,38.5
20,9,2018,13:00:00,0,232.18,2.409,848.9,11.28,35.4
20,9,2018,14:00:00,0,213.08,2.444,749.7,11.79,35.7
20,9,2018,15:00:00,0,197.23,1.817,544.8,11.93,35.8
20,9,2018,16:00:00,0,209.76,1.884,319.8,11.71,34.8
20,9,2018,17:00:00,0,184.12,1.11,97.6,10.69,37.8
20,9,2018,18:00:00,0,202.49,0.521,0.3,7.91,45.1
20,9,2018,19:00:00,0,144.44,0.53,-0.3,6.38,50.1
20,9,2018,20:00:00,0,184.66,0.663,-0.2,5.82,52.2
20,9,2018,21:00:00,0,191.07,0.783,-0.1,4.59,57.6
20,9,2018,22:00:00,0,188.15,0.887,-0.1,4.54,58.4
20,9,2018,23:00:00,0,165.09,0.753,-0.2,4.11,60.3
21,9,2018,00:00:00,0,159.93,0.938,-0.4,3.23,64.4
21,9,2018,01:00:00,0,166.4,1.065,-0.3,3.02,65.6
21,9,2018,02:00:00,0,199.93,0.749,-0.4,2.51,68.6
21,9,2018,03:00:00,0,167.67,0.65,-0.5,1.66,72.4
21,9,2018,04:00:00,0,180.71,0.518,-0.6,1.05,75.1
21,9,2018,05:00:00,0,158.03,0.791,-0.4,1.71,72.4
21,9,2018,06:00:00,0,150.11,1.317,68.4,1.14,75.9
21,9,2018,07:00:00,0,126.11,0.725,275.2,5.65,63.1
21,9,2018,08:00:00,0,140.07,1.339,500,9.06,49.8
21,9,2018,09:00:00,0,136.67,1.744,692.9,10.28,41.7
21,9,2018,10:00:00,0,134.98,1.485,828,11.89,38.7
21,9,2018,11:00:00,0,272.18,1.773,894.4,13.26,37.8
21,9,2018,12:00:00,0,227.86,1.758,899.8,14.41,37.6
21,9,2018,13:00:00,0,223.3,1.83,841.5,14.82,36.6
21,9,2018,14:00:00,0,152.45,1.604,721,15.28,33.4
21,9,2018,15:00:00,0,178.62,1.7,541.2,15.24,31.1
21,9,2018,16:00:00,0,147.03,0.951,323.5,14.88,30.5
21,9,2018,17:00:00,0,199.52,0.962,100.8,13.83,33.9
21,9,2018,18:00:00,0,192.79,0.68,-0.3,10.45,42.9
21,9,2018,19:00:00,0,169.86,1.39,-0.7,7.75,54.4
21,9,2018,20:00:00,0,176.01,1.108,-0.4,6.25,59.9
21,9,2018,21:00:00,0,127.77,0.649,-0.2,5.79,61.4
21,9,2018,22:00:00,0,119.72,1.094,-0.1,5.08,66.8
21,9,2018,23:00:00,0,116.2,0.762,-0.2,5.39,67.4
22,9,2018,00:00:00,0,131.29,0.987,-0.1,4.45,71.3
22,9,2018,01:00:00,0,126.98,0.963,-0.1,4.4,72.7
22,9,2018,02:00:00,0,147.01,1.207,-0.1,4.65,72.5
22,9,2018,03:00:00,0,142.45,1.522,-0.1,3.42,76.5
22,9,2018,04:00:00,0,161.4,1.139,-0.1,3.83,75.1
22,9,2018,05:00:00,0,152.53,1.337,0.6,4.35,73.4
22,9,2018,06:00:00,0,148.71,1.312,83.6,4.11,76.9
22,9,2018,07:00:00,0,156.58,0.652,211.8,8.46,67.9
22,9,2018,08:00:00,0,203.09,0.735,432.2,12.09,54.4
22,9,2018,09:00:00,0,221.7,1.291,497.2,13.66,47.3
22,9,2018,10:00:00,0,295.38,2.034,545.3,14.21,46.6
22,9,2018,11:00:00,0,265.89,3.126,574.4,15.2,43.1
22,9,2018,12:00:00,0,275.2,3.613,764.6,15.5,43.8
22,9,2018,13:00:00,0,230.84,3.183,731.4,16.14,37.9
22,9,2018,14:00:00,0,235.77,2.692,443.4,15.87,37.3
22,9,2018,15:00:00,0,244.41,2.694,440.3,15.77,38.1
22,9,2018,16:00:00,0,235.92,2.198,196.8,14.77,39.3
22,9,2018,17:00:00,0,213.03,1.415,51.5,13.8,41
22,9,2018,18:00:00,0,219.8,0.69,-0.4,12.06,45.6
22,9,2018,19:00:00,0,177.31,0.628,-1.5,11.29,46.6
22,9,2018,20:00:00,0,200.62,0.639,-1.1,9.74,51.6
22,9,2018,21:00:00,0,219.52,0.653,-0.9,9.09,53.2
22,9,2018,22:00:00,0,218.59,0.884,-0.9,9.07,52.4
22,9,2018,23:00:00,0,156.98,1.189,-0.5,7.07,59.6
23,9,2018,00:00:00,0,133.61,1.37,-0.3,6.19,63.9
23,9,2018,01:00:00,0,160.58,1.259,-0.3,5.68,66.6
23,9,2018,02:00:00,0,150.28,1.02,-0.3,5.7,66.8
23,9,2018,03:00:00,0,193.59,0.618,-0.4,6.24,66.2
23,9,2018,04:00:00,0,103.14,0.672,-0.5,7.13,61.9
23,9,2018,05:00:00,0,167.71,0.519,-0.2,6.95,63.1
23,9,2018,06:00:00,0,118.35,0.62,73,7.84,60.1
23,9,2018,07:00:00,0,149.26,0.89,281.1,11.28,53.9
23,9,2018,08:00:00,0,153.15,1.124,503.6,14.42,45.5
23,9,2018,09:00:00,0,162.05,1.548,693.8,15.58,41.9
23,9,2018,10:00:00,0,181.24,2.428,829.1,16.73,39.8
23,9,2018,11:00:00,0,201.59,2.191,902.8,16.98,36.7
23,9,2018,12:00:00,0,206.53,2.499,909.9,17.39,36.1
23,9,2018,13:00:00,0,203.7,2.286,849,17.83,34.6
23,9,2018,14:00:00,0,232.43,2.869,738,18.14,33.8
23,9,2018,15:00:00,0,161.37,1.65,569.5,18.53,33.2
23,9,2018,16:00:00,0,189.16,1.195,266.6,17.57,32.3
23,9,2018,17:00:00,0,181.29,0.582,93.1,16.39,32.6
23,9,2018,18:00:00,0,157.52,0.7,-0.6,12.65,41.6
23,9,2018,19:00:00,0,137.3,0.641,-1,9.8,50.9
23,9,2018,20:00:00,0,128.19,0.586,-0.8,9.24,51.6
23,9,2018,21:00:00,0,105.87,0.623,-0.8,8.61,54.4
23,9,2018,22:00:00,0,160.51,1.393,-0.9,8.38,66.6
23,9,2018,23:00:00,0,152.76,1.265,-0.7,7.52,83
24,9,2018,00:00:00,0,124.39,2.02,-1,8.31,84.5
24,9,2018,01:00:00,0,101.13,1.976,-1.2,8.32,83.1
24,9,2018,02:00:00,0,97.52,2.456,-1.2,8.23,80.8
24,9,2018,03:00:00,0,95.62,1.871,-1.2,8.24,79.3
24,9,2018,04:00:00,0,96.63,3.009,-1,7.31,80.9
24,9,2018,05:00:00,0,96.72,3.238,-0.8,6.6,78.9
24,9,2018,06:00:00,0,99.55,2.716,42.1,5.82,81.3
24,9,2018,07:00:00,0,99.62,3.028,163.4,6.08,79.7
24,9,2018,08:00:00,0,81.41,2.976,487.6,7.7,72.9
24,9,2018,09:00:00,0,88.56,2.812,596,9.45,65.7
24,9,2018,10:00:00,0,127.29,2.397,791,11.44,60.5
24,9,2018,11:00:00,0,111.04,1.549,811.2,13.09,55.5
24,9,2018,12:00:00,0,128.68,1.572,593.3,13.37,53.8
24,9,2018,13:00:00,0,121.05,1.679,653.8,14.05,50.9
24,9,2018,14:00:00,0,94.83,2.109,670.8,14.46,48.7
24,9,2018,15:00:00,0,93.28,3.082,395.5,13.35,51.5
24,9,2018,16:00:00,0,84.25,2.986,236,12.11,57
24,9,2018,17:00:00,0,85.85,2.528,93.1,10.82,59.6
24,9,2018,18:00:00,0,78.8,2.216,-0.1,8.93,65.8
24,9,2018,19:00:00,0,89.44,2.06,-0.9,7.81,69.8
24,9,2018,20:00:00,0,99.87,1.782,-0.7,6.81,74.2
24,9,2018,21:00:00,0,103.08,2.065,-0.5,6.16,78.3
24,9,2018,22:00:00,0,92.65,1.618,-0.5,5.82,80
24,9,2018,23:00:00,0,106.86,1.475,-0.4,5.5,81.1
25,9,2018,00:00:00,0,157.31,1.309,-0.1,4.3,85.5
25,9,2018,01:00:00,0,154.06,1.243,0,4.14,86.3
25,9,2018,02:00:00,0,152.77,1.184,-0.1,3.78,87.1
25,9,2018,03:00:00,0,152.6,1.447,-0.1,3.22,88.6
25,9,2018,04:00:00,0,120.54,1.104,-0.1,3.73,87.3
25,9,2018,05:00:00,0,173.86,1.167,0.3,3.32,88.1
25,9,2018,06:00:00,0,155.24,1.229,86.9,3.25,88.5
25,9,2018,07:00:00,0,84.9,1.74,285.1,5.83,80.5
25,9,2018,08:00:00,0,72.73,2.074,520.4,8.02,72.8
25,9,2018,09:00:00,0,138.95,1.975,700.3,10.09,64.4
25,9,2018,10:00:00,0,186.44,1.267,845.5,11.89,55.6
25,9,2018,11:00:00,0,228.99,1.277,654.8,12.88,50.5
25,9,2018,12:00:00,0,264.22,1.762,511.5,13.27,46.7
25,9,2018,13:00:00,0,258.52,2.261,668,13.86,41.2
25,9,2018,14:00:00,0,308.63,3.096,805.8,14.69,38.7
25,9,2018,15:00:00,0,290.49,2.355,532.6,14.82,37.4
25,9,2018,16:00:00,0,308.63,1.769,313.1,14.88,37.8
25,9,2018,17:00:00,0,214.64,0.675,54.9,13.68,43.5
25,9,2018,18:00:00,0,171.51,0.618,-0.3,11.36,51.6
25,9,2018,19:00:00,0,187.64,1.058,-1,8.69,61.8
25,9,2018,20:00:00,0,176.26,1.296,-0.8,7.41,64.5
25,9,2018,21:00:00,0,171.49,1.349,-0.8,7.41,63.3
25,9,2018,22:00:00,0,145.67,0.979,-0.8,7.39,62.6
25,9,2018,23:00:00,0,149.33,0.68,-0.8,7.31,67
26,9,2018,00:00:00,0,173.45,0.732,-0.6,6.94,73.9
26,9,2018,01:00:00,0,147.26,0.883,-0.4,6.28,78.9
26,9,2018,02:00:00,0,135.17,1.043,-0.4,5.65,83.4
26,9,2018,03:00:00,0,137.33,1.053,-0.6,6.07,84.2
26,9,2018,04:00:00,0,107.53,0.969,-0.6,6.18,84.6
26,9,2018,05:00:00,0,160.87,0.722,-0.5,6.05,85.3
26,9,2018,06:00:00,0,124.58,0.521,61,5.78,88.1
26,9,2018,07:00:00,0,237.42,0.921,297,7.78,80.6
26,9,2018,08:00:00,1,126.64,1.046,153.6,8.62,79.1
26,9,2018,09:00:00,1,57.53,1.071,121.7,7.95,85.6
26,9,2018,10:00:00,0,111.76,1.028,597.5,9.74,80.2
26,9,2018,11:00:00,0,132.48,2.314,374.4,9.32,75.6
26,9,2018,12:00:00,1,101.86,1.882,227,8.63,79.1
26,9,2018,13:00:00,0.2,88.27,1.754,247.9,9.51,77.4
26,9,2018,14:00:00,2.4,129.79,1.458,202.3,8.5,80
26,9,2018,15:00:00,0,86.13,2.036,508,9.88,72.9
26,9,2018,16:00:00,0,92.42,2.027,283.8,10.15,71.9
26,9,2018,17:00:00,0,114.22,2.235,103.8,9.39,67.6
26,9,2018,18:00:00,0,148.14,0.941,0.8,7.58,74.2
26,9,2018,19:00:00,0,180.78,1.224,-0.3,6.07,81.1
26,9,2018,20:00:00,0,186.58,1.183,-0.2,5.16,84.2
26,9,2018,21:00:00,0,177.78,1.164,-0.2,4.58,86.9
26,9,2018,22:00:00,0,179.04,1.353,-0.1,3.67,88.1
26,9,2018,23:00:00,0,177.9,1.364,-0.1,3.17,88.8
27,9,2018,00:00:00,0,182.14,1.292,-0.1,2.91,89.3
27,9,2018,01:00:00,0.2,179.18,1.347,-0.2,2.61,90.2
27,9,2018,02:00:00,0,175.96,1.316,-0.2,2.29,90.1
27,9,2018,03:00:00,0,174.15,1.355,-0.2,2.21,90.8
27,9,2018,04:00:00,0,176.81,1.039,-0.2,2.24,90.6
27,9,2018,05:00:00,0,166.95,1.198,0.2,1.46,90.7
27,9,2018,06:00:00,0,151.8,1.189,110.3,2.27,91.4
27,9,2018,07:00:00,0,125.81,1.312,323.7,4.6,87
27,9,2018,08:00:00,0,92.15,0.833,541.5,7.18,77.9
27,9,2018,09:00:00,0,227,1.391,731.2,10.69,64.2
27,9,2018,10:00:00,0,247.37,1.577,857.3,12.62,54.1
27,9,2018,11:00:00,0.2,232.52,1.65,922.9,13.83,50
27,9,2018,12:00:00,0,260.36,2.218,920.7,15.12,47.1
27,9,2018,13:00:00,0,315.69,2.862,860.3,15.28,42.1
27,9,2018,14:00:00,0,309.82,3.477,743,15.95,36.9
27,9,2018,15:00:00,0,290,3.482,557.4,16.18,40.3
27,9,2018,16:00:00,0,298.69,2.261,332.3,16.12,41.2
27,9,2018,17:00:00,0,301.62,1.148,109.9,15.6,41.7
27,9,2018,18:00:00,0,222.9,0.751,-0.3,12.79,48.4
27,9,2018,19:00:00,0,166.48,0.812,-1.3,11.18,51.6
27,9,2018,20:00:00,0,149.68,1.112,-0.9,9.34,57.9
27,9,2018,21:00:00,0,158.59,1.222,-0.7,8.29,61.4
27,9,2018,22:00:00,0,152.76,1.063,-0.7,8.31,59.9
27,9,2018,23:00:00,0,219.13,0.801,-0.9,9.13,54.7
28,9,2018,00:00:00,0,228.53,1.068,-1.2,10.15,49.2
28,9,2018,01:00:00,0,251.49,0.702,-1.2,10.18,47.3
28,9,2018,02:00:00,0,260.23,0.788,-1.1,9.91,46.6
28,9,2018,03:00:00,0,255.71,1.032,-1.3,10.63,43.4
28,9,2018,04:00:00,0,208.49,0.624,-1.2,10.05,45.8
28,9,2018,05:00:00,0,189.71,0.706,-0.2,9.97,46.4
28,9,2018,06:00:00,0,222.71,0.733,85.5,11.16,44.2
28,9,2018,07:00:00,0,310.36,1.797,263.7,13.99,40.5
28,9,2018,08:00:00,0,306.78,3.202,430.7,15.35,40.6
28,9,2018,09:00:00,0,313.82,4.552,563.2,16.05,41.2
28,9,2018,10:00:00,0,318.2,4.11,667.8,16.5,41.6
28,9,2018,11:00:00,0,318.52,5.364,882.6,17.45,42.4
28,9,2018,12:00:00,0,323.52,5.184,645.5,18.38,42.8
28,9,2018,13:00:00,0,310.13,5.512,578.3,19.77,37.1
28,9,2018,14:00:00,0,301.72,5.187,290.1,20.01,33.7
28,9,2018,15:00:00,0,292.25,5.612,290,20.31,28.7
28,9,2018,16:00:00,0,286.69,2.626,128.3,19.46,29.6
28,9,2018,17:00:00,0,255.1,2.477,83.5,19.41,29.4
28,9,2018,18:00:00,0,231.67,1.577,-1.8,17.01,33.5
28,9,2018,19:00:00,0,225.86,2,-2.5,16.07,36.3
28,9,2018,20:00:00,0,207.37,1.27,-2.2,15.01,40.1
28,9,2018,21:00:00,0,150.73,1.095,-2,13.44,47.9
28,9,2018,22:00:00,0,212.07,1.157,-1.7,11.98,51.5
28,9,2018,23:00:00,0,196.14,2.072,-1.5,10.38,53.1
29,9,2018,00:00:00,0,166.86,1.098,-1.3,9.22,52.8
29,9,2018,01:00:00,0,140.25,1.006,-1.1,8.41,53.8
29,9,2018,02:00:00,0,177.15,0.423,-0.8,7.62,55.9
29,9,2018,03:00:00,0,135.34,0.58,-0.8,7.25,55.9
29,9,2018,04:00:00,0,215.15,1.575,-0.9,7.69,57
29,9,2018,05:00:00,0,232.19,1.757,-0.1,6.55,61.5
29,9,2018,06:00:00,0,191.01,1.645,93.6,5.83,67
29,9,2018,07:00:00,0,190.35,2.071,315.9,6.57,64
29,9,2018,08:00:00,0,227.52,1.824,544.7,7.73,57
29,9,2018,09:00:00,0,232.08,3.906,745.7,8.45,53
29,9,2018,10:00:00,0,228.1,4.18,870.3,9.07,46.1
29,9,2018,11:00:00,0,240.41,3.973,941.4,9.46,40.6
29,9,2018,12:00:00,0,210.52,3.092,950.8,10.13,34.5
29,9,2018,13:00:00,0,209.18,2.906,888.1,10.44,31.8
29,9,2018,14:00:00,0,205.61,2.718,762.3,11.04,28.2
29,9,2018,15:00:00,0,228.95,2.464,577.4,11.06,29.2
29,9,2018,16:00:00,0,201.05,2.023,352.2,10.6,28.9
29,9,2018,17:00:00,0,237.28,1.196,123.6,9.73,29.2
29,9,2018,18:00:00,0,176.76,0.53,1.3,6.8,34.4
29,9,2018,19:00:00,0,165.13,0.618,-0.1,4.64,39.5
29,9,2018,20:00:00,0,162.51,0.641,-0.3,3.36,43.2
29,9,2018,21:00:00,0,145.87,0.814,-0.6,2.18,50
29,9,2018,22:00:00,0,159.63,0.794,-0.8,1.04,57.4
29,9,2018,23:00:00,0,132.82,0.741,-0.8,0.94,58.7
30,9,2018,00:00:00,0,154.92,0.464,-0.8,0.85,59.6
30,9,2018,01:00:00,0,160.15,0.752,-0.8,1.25,59.3
30,9,2018,02:00:00,0,187.99,1.365,-0.5,1.42,60.9
30,9,2018,03:00:00,0,187.37,1.361,-0.6,0.8,69.6
30,9,2018,04:00:00,0,187.78,1.208,-0.7,0.43,77.7
30,9,2018,05:00:00,0,176.8,1.239,0.2,0.45,83.2
30,9,2018,06:00:00,0,153.05,1.501,108.3,1.58,82.7
30,9,2018,07:00:00,0,109.65,2.445,322.2,4.64,73
30,9,2018,08:00:00,0,99.15,2.58,547,6.49,65.4
30,9,2018,09:00:00,0,74.36,2.262,736.4,8.72,55.2
30,9,2018,10:00:00,0,111.42,2.392,869.7,10.48,45.2
30,9,2018,11:00:00,0,97.65,2.096,941.5,12.02,36.6
30,9,2018,12:00:00,0,163.69,2.087,950.2,13.09,29.8
30,9,2018,13:00:00,0,145.46,1.989,891.4,14.1,26
30,9,2018,14:00:00,0,124.94,2.03,764.6,14.75,23.3
30,9,2018,15:00:00,0,163.93,1.864,577.9,15.17,25.3
30,9,2018,16:00:00,0,108.03,1.708,351.5,15.1,25.9
30,9,2018,17:00:00,0,124.88,1.092,125.1,14.17,28
30,9,2018,18:00:00,0,185.84,0.908,0.2,11.26,35.7
30,9,2018,19:00:00,0,176.46,1.306,-0.9,9.06,43.4
30,9,2018,20:00:00,0,139.63,1.433,-0.5,7.37,51.7
30,9,2018,21:00:00,0,142.89,1.37,-0.4,7.06,53.5
30,9,2018,22:00:00,0,139.41,1.469,-0.3,6.33,57.8
30,9,2018,23:00:00,0,160.06,1.025,-0.2,5.8,64.4
1,10,2018,00:00:00,0,172.3,1.181,-0.2,5.16,71.4
1,10,2018,01:00:00,0,175.32,1.334,-0.1,4.58,78
1,10,2018,02:00:00,0,158.72,1.169,-0.1,3.97,82.9
1,10,2018,03:00:00,0,184.28,1.345,-0.1,3.83,86.5
